[15, 6, 19, 3, 1, 0, 20, 20, 16, 0, 14, 19, 13, 22, 19, 20, 21, 4, 20, 17, 6, 21, 21, 3, 15, 23, 16, 3, 2, 14, 17, 3, 22, 13, 17, 20, 2, 23, 17, 14, 13, 13, 10, 3, 16, 17, 0, 16, 1, 3, 16, 4, 19, 2, 5, 1, 9, 10, 3, 15, 10, 0, 10, 4, 4, 17, 13, 4, 6, 21, 16, 0, 19, 1, 20, 4, 14, 9, 19, 1, 10, 6, 17, 14, 4, 20, 10, 15, 15, 22, 15, 22, 1, 4, 9, 14, 0, 6, 15, 16, 5]
[15, 0, 9, 20, 5, 6, 10, 1, 0, 1, 2, 10, 3, 19, 7, 20, 9, 5, 8, 17, 15, 16, 4, 6, 13, 8, 4, 4, 8, 10, 21, 6, 22, 3, 8, 0, 19, 15, 20, 15, 22, 3, 3, 0, 10, 17, 0, 16, 4, 15, 17, 4, 13, 3, 0, 23, 8, 1, 21, 3, 3, 0, 10, 4, 22, 21, 4, 23, 13, 20, 16, 5, 0, 13, 15, 4, 14, 23, 19, 21, 10, 6, 17, 17, 4, 20, 7, 15, 15, 17, 19, 14, 0, 7, 0, 9, 7, 6, 7, 16, 1]
[15, 8, 19, 23, 16, 0, 15, 20, 21, 0, 14, 19, 6, 22, 19, 2, 15, 23, 23, 14, 7, 19, 16, 3, 7, 3, 8, 7, 0, 3, 17, 9, 0, 17, 17, 22, 3, 23, 15, 14, 13, 13, 10, 3, 16, 7, 23, 22, 21, 13, 17, 4, 13, 3, 2, 5, 4, 20, 1, 3, 3, 6, 10, 6, 1, 21, 4, 3, 6, 3, 16, 14, 21, 9, 19, 7, 14, 13, 21, 4, 10, 7, 17, 9, 3, 20, 16, 15, 23, 22, 15, 14, 5, 7, 0, 9, 10, 6, 2, 16, 1]
[15, 6, 9, 2, 5, 1, 10, 17, 0, 4, 2, 3, 1, 9, 14, 20, 16, 14, 4, 17, 14, 10, 13, 13, 13, 4, 4, 4, 9, 7, 19, 2, 2, 8, 3, 7, 2, 23, 15, 5, 5, 0, 6, 23, 10, 17, 14, 20, 2, 21, 5, 6, 7, 21, 0, 23, 8, 1, 21, 0, 20, 1, 17, 9, 7, 5, 9, 9, 16, 20, 19, 7, 0, 19, 20, 4, 14, 9, 19, 5, 3, 6, 17, 14, 4, 20, 4, 15, 15, 22, 15, 20, 8, 23, 21, 2, 8, 21, 9, 6, 0]
[15, 6, 19, 3, 1, 0, 20, 20, 16, 0, 14, 19, 13, 22, 19, 20, 21, 4, 20, 17, 6, 21, 16, 3, 16, 3, 8, 7, 0, 23, 17, 3, 5, 17, 17, 22, 2, 23, 15, 14, 13, 13, 10, 3, 16, 7, 0, 16, 21, 15, 17, 4, 13, 3, 0, 5, 6, 20, 21, 3, 3, 0, 19, 4, 22, 21, 4, 23, 13, 20, 13, 23, 9, 13, 13, 22, 21, 14, 22, 2, 17, 15, 19, 23, 4, 14, 7, 9, 16, 10, 10, 7, 7, 0, 17, 2, 21, 3, 3, 4, 2]
[15, 6, 19, 3, 1, 0, 20, 20, 16, 0, 14, 19, 13, 22, 19, 20, 21, 4, 20, 17, 6, 21, 21, 3, 16, 3, 8, 7, 0, 23, 17, 3, 22, 13, 17, 20, 2, 23, 17, 14, 13, 13, 10, 3, 16, 7, 0, 16, 4, 15, 17, 4, 13, 3, 0, 23, 8, 1, 21, 3, 3, 0, 10, 4, 22, 5, 9, 17, 21, 3, 16, 7, 0, 9, 20, 4, 14, 9, 21, 8, 10, 7, 17, 7, 3, 20, 9, 15, 15, 22, 15, 14, 0, 7, 0, 9, 7, 6, 7, 16, 1]
[15, 6, 19, 3, 1, 0, 20, 20, 16, 0, 14, 19, 13, 22, 19, 20, 21, 4, 20, 17, 6, 21, 21, 3, 15, 23, 16, 3, 2, 14, 17, 3, 22, 13, 17, 20, 2, 23, 17, 14, 13, 13, 10, 3, 16, 7, 0, 20, 2, 21, 5, 6, 7, 21, 0, 23, 8, 1, 21, 0, 20, 1, 17, 9, 7, 5, 9, 9, 16, 20, 19, 7, 0, 19, 20, 4, 14, 9, 19, 5, 3, 6, 17, 14, 4, 20, 4, 15, 15, 22, 15, 20, 8, 23, 21, 2, 8, 21, 9, 6, 0]
[15, 6, 17, 3, 22, 7, 20, 20, 21, 0, 17, 2, 14, 22, 9, 1, 21, 2, 3, 15, 6, 21, 16, 3, 16, 3, 8, 7, 21, 23, 17, 3, 5, 17, 16, 22, 5, 23, 15, 14, 5, 13, 10, 10, 16, 14, 0, 10, 22, 15, 17, 4, 5, 3, 0, 0, 6, 16, 21, 3, 6, 4, 0, 4, 22, 21, 4, 2, 13, 21, 13, 23, 3, 13, 13, 22, 21, 14, 3, 9, 17, 15, 17, 0, 4, 14, 7, 15, 15, 22, 8, 6, 15, 17, 21, 5, 6, 21, 6, 2, 2]
[15, 6, 19, 22, 2, 0, 23, 17, 16, 0, 16, 14, 17, 2, 22, 20, 2, 7, 14, 17, 13, 0, 4, 9, 15, 23, 8, 3, 2, 14, 0, 23, 22, 13, 17, 22, 9, 23, 17, 14, 13, 13, 10, 3, 0, 7, 0, 17, 4, 15, 13, 9, 13, 9, 4, 23, 9, 20, 13, 0, 8, 1, 23, 17, 16, 5, 9, 17, 17, 23, 16, 23, 9, 13, 13, 5, 21, 14, 15, 23, 17, 15, 21, 23, 2, 7, 16, 4, 16, 10, 10, 9, 7, 1, 6, 2, 20, 3, 8, 22, 2]
[15, 6, 9, 2, 5, 1, 10, 17, 0, 4, 9, 10, 1, 13, 16, 20, 14, 14, 3, 17, 13, 10, 13, 4, 16, 3, 8, 7, 0, 23, 6, 15, 2, 8, 13, 0, 10, 23, 20, 15, 22, 3, 3, 0, 20, 17, 0, 16, 1, 3, 16, 4, 13, 3, 0, 23, 8, 1, 21, 3, 3, 0, 10, 4, 22, 21, 4, 23, 13, 20, 16, 5, 9, 13, 13, 5, 21, 14, 15, 2, 17, 15, 19, 23, 2, 15, 7, 21, 7, 8, 22, 0, 6, 23, 3, 5, 3, 1, 10, 21, 6]
[21, 6, 16, 3, 1, 0, 20, 10, 16, 0, 14, 15, 13, 22, 14, 19, 21, 4, 2, 17, 6, 21, 21, 23, 15, 19, 16, 3, 2, 14, 15, 4, 20, 10, 17, 20, 4, 15, 17, 14, 13, 8, 10, 3, 21, 2, 0, 16, 8, 15, 17, 4, 13, 3, 4, 23, 8, 1, 13, 17, 17, 21, 23, 21, 16, 6, 9, 8, 21, 10, 23, 7, 0, 19, 20, 4, 17, 8, 1, 8, 6, 7, 17, 7, 0, 2, 9, 15, 15, 2, 16, 14, 0, 7, 0, 20, 7, 1, 4, 19, 1]
[15, 0, 9, 2, 5, 1, 10, 17, 0, 4, 9, 10, 1, 13, 16, 20, 14, 14, 3, 17, 13, 10, 13, 4, 16, 3, 8, 7, 0, 23, 6, 15, 2, 8, 13, 0, 10, 23, 20, 15, 22, 3, 3, 0, 20, 17, 0, 16, 1, 3, 16, 4, 19, 2, 5, 1, 9, 10, 3, 15, 10, 0, 10, 4, 4, 17, 13, 4, 6, 21, 16, 0, 19, 1, 20, 4, 14, 9, 19, 1, 10, 6, 17, 14, 4, 20, 10, 15, 15, 22, 15, 22, 1, 4, 9, 14, 0, 6, 15, 16, 5]
[15, 6, 19, 3, 1, 0, 20, 20, 16, 0, 14, 19, 13, 22, 19, 20, 21, 4, 20, 17, 6, 21, 21, 3, 15, 23, 16, 3, 2, 14, 17, 3, 22, 13, 17, 20, 2, 23, 17, 14, 13, 13, 10, 3, 16, 7, 15, 20, 6, 21, 5, 6, 7, 19, 0, 23, 8, 1, 21, 0, 17, 1, 17, 9, 16, 5, 9, 17, 16, 20, 19, 7, 0, 13, 20, 4, 14, 9, 19, 1, 10, 6, 17, 14, 4, 20, 10, 15, 15, 22, 15, 9, 4, 7, 0, 19, 7, 6, 7, 16, 22]
[15, 6, 19, 3, 1, 0, 20, 20, 16, 0, 14, 19, 13, 22, 19, 20, 21, 4, 20, 17, 6, 21, 21, 3, 15, 23, 16, 3, 2, 14, 17, 3, 22, 13, 17, 20, 2, 23, 17, 14, 13, 13, 10, 3, 16, 7, 0, 16, 4, 15, 17, 4, 19, 2, 5, 1, 9, 10, 3, 15, 10, 0, 10, 4, 4, 17, 13, 4, 6, 21, 16, 0, 19, 1, 20, 4, 14, 9, 19, 1, 10, 6, 17, 14, 4, 20, 10, 15, 15, 22, 15, 23, 15, 17, 21, 2, 14, 21, 6, 6, 2]
[15, 6, 9, 2, 5, 1, 10, 17, 0, 4, 9, 10, 1, 13, 16, 20, 14, 14, 3, 17, 13, 10, 13, 4, 16, 3, 8, 7, 0, 23, 6, 15, 2, 8, 3, 10, 2, 17, 6, 22, 5, 0, 6, 23, 15, 17, 14, 20, 2, 21, 5, 6, 7, 19, 0, 23, 8, 1, 21, 0, 17, 1, 17, 9, 22, 21, 4, 23, 13, 20, 16, 5, 0, 13, 15, 4, 14, 23, 19, 21, 10, 6, 17, 17, 4, 20, 7, 15, 15, 17, 19, 0, 6, 23, 3, 5, 4, 1, 13, 21, 6]
[15, 6, 9, 2, 5, 1, 10, 17, 0, 4, 2, 3, 1, 9, 14, 20, 16, 14, 4, 17, 14, 10, 13, 13, 13, 4, 4, 4, 9, 7, 19, 2, 2, 8, 3, 7, 2, 23, 15, 5, 5, 0, 6, 23, 10, 17, 14, 20, 2, 21, 5, 6, 7, 21, 0, 23, 8, 1, 21, 0, 20, 1, 17, 9, 7, 5, 4, 23, 13, 20, 16, 5, 9, 13, 13, 5, 21, 14, 15, 2, 17, 15, 19, 23, 2, 14, 7, 4, 16, 10, 10, 7, 7, 17, 14, 2, 21, 3, 8, 22, 2]
[15, 6, 19, 3, 1, 0, 20, 20, 16, 0, 14, 19, 13, 22, 19, 20, 21, 4, 20, 17, 6, 21, 21, 3, 15, 23, 16, 3, 2, 14, 17, 3, 22, 13, 17, 0, 10, 23, 20, 15, 22, 3, 3, 0, 20, 17, 0, 16, 1, 3, 5, 14, 7, 19, 4, 23, 17, 1, 7, 0, 17, 1, 23, 21, 16, 6, 9, 10, 21, 3, 23, 7, 0, 9, 20, 4, 14, 15, 21, 8, 10, 7, 17, 7, 3, 20, 9, 15, 15, 22, 21, 14, 0, 7, 0, 14, 7, 6, 7, 16, 1]
[15, 6, 19, 3, 1, 0, 20, 20, 16, 0, 14, 19, 13, 22, 19, 20, 21, 4, 20, 17, 6, 21, 21, 3, 15, 23, 16, 3, 2, 14, 17, 3, 22, 13, 17, 0, 10, 23, 20, 15, 22, 3, 3, 0, 20, 17, 0, 14, 14, 8, 2, 22, 7, 5, 20, 20, 1, 14, 1, 2, 21, 22, 23, 17, 5, 19, 4, 7, 21, 1, 8, 2, 2, 19, 10, 5, 22, 14, 23, 19, 20, 14, 2, 19, 21, 15, 7, 21, 7, 8, 22, 0, 6, 23, 3, 5, 3, 1, 10, 21, 6]
[14, 0, 9, 2, 5, 6, 10, 17, 0, 4, 2, 10, 3, 19, 7, 20, 2, 5, 3, 17, 13, 16, 13, 4, 16, 3, 8, 7, 0, 23, 6, 15, 2, 8, 13, 0, 10, 23, 20, 15, 22, 3, 3, 0, 20, 17, 0, 16, 1, 3, 16, 4, 19, 2, 5, 1, 9, 10, 3, 15, 10, 0, 10, 4, 4, 17, 13, 4, 6, 21, 16, 0, 19, 1, 20, 4, 14, 9, 19, 1, 10, 6, 17, 14, 4, 20, 10, 15, 15, 22, 15, 22, 1, 4, 9, 14, 0, 6, 15, 16, 5]
